PID,Fraud,DeductibleAmt,AmtReimbursed,CountOfCID,AvgAmtReimb,AvgAmtDed,CountOfBene,AvgReimbPerBene,AvgDedPerBene,AvgAge
PRV53035,No,80,5140,34,151,2,27,190,3,70
PRV53036,No,180,39530,122,324,1,69,573,3,75
PRV53037,No,0,4340,9,482,0,9,482,0,76
PRV53038,No,160,13310,24,555,7,7,1901,23,81
PRV53040,No,5410,51800,14,3700,386,13,3985,416,79
PRV53042,No,140,10090,39,259,4,36,280,4,74
PRV53043,No,190,37740,61,619,3,24,1573,8,71
PRV53044,No,170,14460,67,216,3,49,295,3,71
PRV53045,No,770,62730,216,290,4,78,804,10,76
PRV53047,No,80,13060,79,165,1,32,408,3,79
PRV53048,No,70,5620,7,803,10,6,937,12,72
PRV53049,No,0,10,2,5,0,2,5,0,69
PRV53050,No,2136,3730,8,466,267,7,533,305,79
PRV53052,No,1068,5530,9,614,119,8,691,134,65
PRV53054,No,90,10690,49,218,2,27,396,3,71
PRV53055,No,200,22570,80,282,3,28,806,7,81
PRV53056,No,130,10110,35,289,4,22,460,6,75
PRV53057,No,260,20640,53,389,5,29,712,9,75
PRV53059,No,30,16320,33,495,1,21,777,1,78
PRV53061,No,1068,9000,1,9000,1068,1,9000,1068,98
PRV53062,No,0,190,4,48,0,4,48,0,72
PRV53063,No,2206,7450,4,1863,552,4,1863,552,76
PRV53064,No,130,6640,35,190,4,28,237,5,75
PRV53065,No,100,6230,38,164,3,30,208,3,73
PRV53066,No,0,1220,7,174,0,5,244,0,78
PRV53067,No,70,4540,16,284,4,14,324,5,79
PRV53069,No,10,2630,11,239,1,9,292,1,69
PRV53070,No,12816,111530,20,5577,641,17,6561,754,79
PRV53071,No,80,12310,28,440,3,20,616,4,74
PRV53072,No,0,4990,18,277,0,18,277,0,76
PRV53073,No,0,1270,14,91,0,7,181,0,73
PRV53074,No,420,48950,178,275,2,66,742,6,78
PRV53075,No,0,1780,2,890,0,2,890,0,74
PRV53076,No,560,30840,105,294,5,47,656,12,78
PRV53077,No,60,38270,124,309,0,81,472,1,76
PRV53078,No,200,10880,45,242,4,37,294,5,72
PRV53079,No,0,50,1,50,0,1,50,0,67
PRV53081,No,0,1800,9,200,0,8,225,0,73
PRV53083,No,0,10,1,10,0,1,10,0,85
PRV53084,No,100,100,1,100,100,1,100,100,72
PRV53085,No,0,640,2,320,0,2,320,0,77
PRV53086,No,0,1060,4,265,0,4,265,0,84
PRV53087,No,0,9580,31,309,0,16,599,0,70
PRV53090,No,580,58850,179,329,3,71,829,8,78
PRV53091,No,4272,19000,4,4750,1068,4,4750,1068,80
PRV53095,No,2136,36100,4,9025,534,4,9025,534,67
PRV53096,No,440,53000,130,408,3,103,515,4,73
PRV53099,No,0,220,2,110,0,2,110,0,91
PRV53100,No,5720,86880,130,668,44,74,1174,77,73
PRV53101,No,2136,9410,8,1176,267,8,1176,267,69
PRV53102,No,40,5910,19,311,2,16,369,3,74
PRV53103,No,7676,88440,79,1119,97,62,1426,124,73
PRV53104,No,27928,252770,80,3160,349,55,4596,508,76
PRV53106,Yes,4422,27140,44,617,101,28,969,158,79
PRV53107,No,9742,103390,15,6893,649,15,6893,649,77
PRV53108,No,5500,69450,48,1447,115,37,1877,149,75
PRV53109,No,3284,22290,28,796,117,22,1013,149,76
PRV53110,No,1108,23280,30,776,37,21,1109,53,74
PRV53111,No,7496,68750,33,2083,227,29,2371,258,76
PRV53113,No,370,19320,81,239,5,61,317,6,74
PRV53114,Yes,13843,364680,29,12575,477,22,16576,629,75
PRV53116,No,50,8230,44,187,1,25,329,2,76
PRV53117,No,18636,215370,251,858,74,167,1290,112,75
PRV53119,Yes,3204,26410,18,1467,178,14,1886,229,70
PRV53120,No,10680,115950,65,1784,164,59,1965,181,77
PRV53121,Yes,50728,562270,579,971,88,279,2015,182,75
PRV53122,No,200,8070,24,336,8,18,448,11,70
PRV53123,No,460,45750,132,347,3,82,558,6,73
PRV53124,No,20292,178380,65,2744,312,53,3366,383,73
PRV53125,No,0,500,2,250,0,2,250,0,61
PRV53126,No,80,11820,34,348,2,25,473,3,78
PRV53127,No,1348,29730,99,300,14,55,541,25,75
PRV53128,No,260,24220,33,734,8,19,1275,14,68
PRV53129,No,3204,82550,46,1795,70,39,2117,82,76
PRV53131,No,6408,48330,13,3718,493,13,3718,493,71
PRV53133,No,490,46660,159,293,3,106,440,5,74
PRV53134,No,0,4030,10,403,0,8,504,0,70
PRV53135,No,7476,68000,7,9714,1068,6,11333,1246,79
PRV53136,Yes,7576,161020,43,3745,176,40,4026,189,74
PRV53137,No,210,8900,30,297,7,23,387,9,77
PRV53138,No,0,1570,10,157,0,10,157,0,73
PRV53139,No,0,780,9,87,0,7,111,0,80
PRV53140,No,0,2180,21,104,0,19,115,0,69
PRV53141,No,32380,332720,105,3169,308,93,3578,348,75
PRV53142,Yes,40684,394050,111,3550,367,98,4021,415,73
PRV53143,No,3204,65670,12,5473,267,7,9381,458,84
PRV53144,No,3234,36460,39,935,83,34,1072,95,76
PRV53145,No,300,34760,132,263,2,111,313,3,74
PRV53147,No,140,6760,18,376,8,16,423,9,66
PRV53148,No,0,2580,15,172,0,13,198,0,76
PRV53149,No,40,14860,61,244,1,21,708,2,76
PRV53150,No,0,3130,13,241,0,5,626,0,74
PRV53151,No,120,6360,25,254,5,19,335,6,79
PRV53153,No,5400,121630,24,5068,225,21,5792,257,80
PRV53154,No,140,23670,52,455,3,15,1578,9,78
PRV53156,No,40,6570,16,411,3,10,657,4,71
PRV53157,No,0,2190,2,1095,0,2,1095,0,84
PRV53158,No,50,710,7,101,7,7,101,7,77
PRV53159,No,2136,36160,27,1339,79,10,3616,214,89
PRV53161,No,0,6810,7,973,0,7,973,0,70
PRV53162,No,0,1350,5,270,0,5,270,0,75
PRV53163,No,0,800,12,67,0,3,267,0,67
PRV53164,No,40,4180,25,167,2,21,199,2,76
PRV53166,No,1068,8960,23,390,46,21,427,51,77
PRV53167,No,0,1770,3,590,0,3,590,0,72
PRV53168,No,0,2070,2,1035,0,2,1035,0,55
PRV53169,No,0,170,4,43,0,4,43,0,84
PRV53171,No,0,8330,17,490,0,5,1666,0,67
PRV53172,No,0,2450,3,817,0,3,817,0,84
PRV53173,No,40,16610,43,386,1,23,722,2,78
PRV53174,No,0,260,5,52,0,4,65,0,77
PRV53175,No,0,710,9,79,0,9,79,0,78
PRV53176,No,130,6000,34,176,4,13,462,10,72
PRV53177,No,10,1520,16,95,1,11,138,1,82
PRV53178,No,0,730,7,104,0,5,146,0,60
PRV53179,No,2246,20190,28,721,80,27,748,83,71
PRV53180,No,0,3010,5,602,0,4,753,0,81
PRV53182,No,0,100,3,33,0,3,33,0,76
PRV53183,No,0,80,1,80,0,1,80,0,87
PRV53186,No,0,4710,8,589,0,7,673,0,73
PRV53187,No,0,180,4,45,0,4,45,0,76
PRV53188,No,0,1220,10,122,0,8,153,0,72
PRV53189,No,4272,53030,28,1894,153,23,2306,186,76
PRV53191,No,0,3310,15,221,0,3,1103,0,78
PRV53192,No,300,40610,149,273,2,51,796,6,78
PRV53194,No,40,22330,32,698,1,12,1861,3,71
PRV53196,No,0,4480,16,280,0,9,498,0,72
PRV53197,No,0,500,4,125,0,4,125,0,67
PRV53198,No,0,250,6,42,0,5,50,0,71
PRV53201,No,0,14220,13,1094,0,8,1778,0,76
PRV53202,No,0,670,11,61,0,8,84,0,78
PRV53203,No,0,420,7,60,0,5,84,0,86
PRV53204,No,0,3020,7,431,0,6,503,0,71
PRV53205,No,100,1280,14,91,7,10,128,10,63
PRV53206,No,0,570,3,190,0,2,285,0,76
PRV53207,No,0,500,10,50,0,7,71,0,69
PRV53208,Yes,4272,58500,23,2543,186,17,3441,251,73
PRV53210,No,3204,27050,32,845,100,30,902,107,77
PRV53211,No,0,3460,4,865,0,3,1153,0,77
PRV53212,No,40,100,2,50,20,2,50,20,55
PRV53213,No,0,6910,22,314,0,19,364,0,74
PRV53214,No,210,4280,18,238,12,14,306,15,83
PRV53215,No,0,1560,11,142,0,11,142,0,77
PRV53216,No,290,20930,115,182,3,46,455,6,74
PRV53217,No,100,1570,5,314,20,5,314,20,75
PRV53218,No,100,2780,13,214,8,9,309,11,76
PRV53220,No,5340,110000,5,22000,1068,5,22000,1068,74
PRV53221,No,70,6510,16,407,4,9,723,8,74
PRV53222,No,350,10770,45,239,8,24,449,15,76
PRV53223,No,90,11790,23,513,4,18,655,5,70
PRV53224,No,0,1680,12,140,0,12,140,0,71
PRV53225,No,51264,415300,49,8476,1046,47,8836,1091,76
PRV53226,No,20292,150000,19,7895,1068,19,7895,1068,80
PRV53227,No,140,18610,74,251,2,59,315,2,75
PRV53228,No,0,600,1,600,0,1,600,0,82
PRV53229,No,350,29840,139,215,3,65,459,5,73
PRV53230,No,400,16260,56,290,7,40,407,10,73
PRV53232,No,170,25300,64,395,3,28,904,6,77
PRV53233,No,11748,96000,13,7385,904,12,8000,979,75
PRV53235,No,0,170,2,85,0,2,85,0,87
PRV53236,No,9612,96000,9,10667,1068,8,12000,1202,79
PRV53237,No,0,1230,8,154,0,7,176,0,70
PRV53238,No,10062,143590,195,736,52,165,870,61,72
PRV53239,No,20762,232580,113,2058,184,88,2643,236,72
PRV53240,No,1068,4860,6,810,178,4,1215,267,68
PRV53242,Yes,112580,1176290,259,4542,435,209,5628,539,73
PRV53243,No,9652,111760,75,1490,129,61,1832,158,72
PRV53244,No,45946,465750,508,917,90,162,2875,284,67
PRV53245,Yes,17268,214800,146,1471,118,106,2026,163,72
PRV53246,No,2616,56490,109,518,24,101,559,26,71
PRV53247,No,7676,65960,37,1783,207,35,1885,219,68
PRV53248,No,4442,88890,57,1559,78,39,2279,114,70
PRV53249,No,6408,60140,23,2615,279,19,3165,337,77
PRV53251,No,4992,95400,233,409,21,117,815,43,72
PRV53252,No,3204,78090,77,1014,42,31,2519,103,75
PRV53253,No,190,35600,110,324,2,94,379,2,71
PRV53254,No,0,1190,9,132,0,9,132,0,66
PRV53255,No,0,7760,26,298,0,24,323,0,77
PRV53256,No,39098,458710,345,1330,113,284,1615,138,71
PRV53257,No,20,11120,25,445,1,21,530,1,71
PRV53258,No,2396,39490,80,494,30,68,581,35,70
PRV53259,No,850,61050,187,326,5,117,522,7,72
PRV53260,No,2596,31320,134,234,19,104,301,25,73
PRV53261,No,610,41550,194,214,3,101,411,6,72
PRV53262,No,450,45250,118,383,4,83,545,5,71
PRV53265,Yes,27938,328820,92,3574,304,68,4836,411,70
PRV53266,Yes,89454,974110,257,3790,348,228,4272,392,69
PRV53268,No,7476,88230,74,1192,101,63,1400,119,69
PRV53269,Yes,116814,1045640,456,2293,256,357,2929,327,73
PRV53272,No,4412,32660,24,1361,184,21,1555,210,72
PRV53274,No,70,4490,30,150,2,25,180,3,69
PRV53276,No,260,85280,291,293,1,131,651,2,72
PRV53277,Yes,16070,129060,44,2933,365,34,3796,473,74
PRV53279,No,1068,10520,36,292,30,34,309,31,73
PRV53280,No,0,2030,15,135,0,11,185,0,70
PRV53281,No,22528,138310,53,2610,425,43,3217,524,73
PRV53282,No,0,5730,31,185,0,24,239,0,71
PRV53283,No,3524,100220,97,1033,36,57,1758,62,74
PRV53284,No,6898,74780,148,505,47,79,947,87,69
PRV53288,No,0,12340,43,287,0,42,294,0,73
PRV53289,No,1328,36260,106,342,13,66,549,20,71
PRV53290,No,0,3860,6,643,0,5,772,0,68
PRV53291,No,0,2730,10,273,0,8,341,0,82
PRV53292,No,5510,33700,41,822,134,35,963,157,71
PRV53293,No,140,10080,41,246,3,28,360,5,71
PRV53294,No,2030,180760,582,311,3,230,786,9,71
PRV53295,Yes,30274,333990,197,1695,154,166,2012,182,71
PRV53296,No,370,62740,187,336,2,131,479,3,72
PRV53297,Yes,16020,171770,29,5923,552,26,6607,616,72
PRV53298,No,8624,67130,63,1066,137,61,1100,141,73
PRV53300,No,1020,126160,354,356,3,255,495,4,72
PRV53301,No,220,16070,67,240,3,46,349,5,70
PRV53303,No,210,35770,111,322,2,69,518,3,72
PRV53304,No,2136,59670,13,4590,164,13,4590,164,70
PRV53305,No,1268,21440,19,1128,67,16,1340,79,71
PRV53306,No,140,17600,78,226,2,29,607,5,73
PRV53307,No,10,7430,34,219,0,31,240,0,69
PRV53308,No,7486,125990,45,2800,166,23,5478,325,79
PRV53309,No,4482,45260,63,718,71,35,1293,128,74
PRV53310,No,0,2290,10,229,0,8,286,0,72
PRV53312,No,1168,29790,65,458,18,46,648,25,73
PRV53313,No,160,17800,68,262,2,22,809,7,74
PRV53314,No,4322,92490,57,1623,76,24,3854,180,75
PRV53315,No,80,8340,25,334,3,18,463,4,70
PRV53317,No,5360,45850,16,2866,335,15,3057,357,75
PRV53318,No,130,9420,21,449,6,19,496,7,73
PRV53319,No,14064,130220,114,1142,123,46,2831,306,68
PRV53320,No,3394,81340,62,1312,55,35,2324,97,69
PRV53321,No,130,27530,81,340,2,39,706,3,74
PRV53323,No,0,2920,18,162,0,11,265,0,68
PRV53325,No,200,12890,63,205,3,27,477,7,73
PRV53326,No,490,31950,102,313,5,46,695,11,65
PRV53329,No,1138,2070,11,188,103,11,188,103,67
PRV53331,No,0,810,7,116,0,7,116,0,72
PRV53334,No,70,9340,29,322,2,14,667,5,72
PRV53335,No,1460,114030,381,299,4,266,429,5,72
PRV53336,No,2136,34000,3,11333,712,3,11333,712,60
PRV53337,No,110,1620,5,324,22,3,540,37,70
PRV53339,No,0,1430,10,143,0,8,179,0,77
PRV53340,No,10,2170,23,94,0,16,136,1,72
PRV53341,No,0,4090,9,454,0,9,454,0,69
PRV53342,No,380,25810,73,354,5,59,437,6,71
PRV53343,No,0,310,6,52,0,6,52,0,73
PRV53344,No,0,630,3,210,0,3,210,0,65
PRV53346,No,0,770,4,193,0,4,193,0,58
PRV53347,No,0,280,6,47,0,6,47,0,73
PRV53349,No,70,2180,24,91,3,16,136,4,67
PRV53350,No,0,2420,4,605,0,3,807,0,70
PRV53351,No,260,4660,18,259,14,13,358,20,69
PRV53352,No,870,92300,288,320,3,187,494,5,72
PRV53353,No,10,9310,30,310,0,25,372,0,74
PRV53354,No,100,5120,18,284,6,18,284,6,67
PRV53355,No,10,510,3,170,3,3,170,3,76
PRV53356,No,80,3950,38,104,2,36,110,2,72
PRV53357,No,0,1820,2,910,0,2,910,0,69
PRV53358,No,0,2840,3,947,0,3,947,0,58
PRV53359,No,420,57150,213,268,2,155,369,3,74
PRV53360,No,30,2660,20,133,2,12,222,3,77
PRV53361,No,0,4540,9,504,0,7,649,0,70
PRV53362,No,20,13220,35,378,1,24,551,1,72
PRV53363,No,40,16940,41,413,1,38,446,1,74
PRV53364,No,0,8770,26,337,0,24,365,0,74
PRV53365,No,0,730,6,122,0,6,122,0,63
PRV53369,No,0,90,1,90,0,1,90,0,84
PRV53370,No,0,1070,9,119,0,7,153,0,72
PRV53371,No,0,10930,43,254,0,29,377,0,71
PRV53373,No,0,2210,3,737,0,3,737,0,74
PRV53374,No,410,105160,387,272,1,132,797,3,70
PRV53375,No,30,4590,15,306,2,14,328,2,73
PRV53376,No,260,28240,74,382,4,31,911,8,70
PRV53377,No,7476,57000,7,8143,1068,7,8143,1068,68
PRV53378,No,10680,74000,10,7400,1068,10,7400,1068,74
PRV53379,Yes,11748,153000,11,13909,1068,10,15300,1175,71
PRV53380,No,4272,22000,4,5500,1068,4,5500,1068,69
PRV53381,No,11818,138120,33,4185,358,29,4763,408,76
PRV53382,No,0,18320,45,407,0,38,482,0,75
PRV53383,No,4272,51890,22,2359,194,20,2595,214,67
PRV53384,Yes,40594,335120,62,5405,655,51,6571,796,74
PRV53385,Yes,112584,1362570,1037,1314,109,418,3260,269,72
PRV53386,No,10,13070,53,247,0,51,256,0,76
PRV53387,No,3274,36320,49,741,67,40,908,82,71
PRV53388,No,10980,123340,122,1011,90,65,1898,169,70
PRV53389,No,1068,19070,13,1467,82,13,1467,82,76
PRV53390,No,40,4320,15,288,3,14,309,3,74
PRV53391,No,450,11420,69,166,7,62,184,7,71
PRV53392,No,180,33790,99,341,2,80,422,2,73
PRV53393,No,2136,9170,5,1834,427,5,1834,427,76
PRV53394,No,51600,785420,1215,646,42,368,2134,140,74
PRV53396,No,47042,452600,99,4572,475,83,5453,567,69
PRV53397,Yes,3204,122270,14,8734,229,14,8734,229,73
PRV53398,No,1068,17410,5,3482,214,5,3482,214,77
PRV53399,Yes,7476,74120,33,2246,227,30,2471,249,76
PRV53401,Yes,132812,1143010,303,3772,438,275,4156,483,74
PRV53402,No,0,7230,17,425,0,10,723,0,76
PRV53403,No,100,15250,72,212,1,67,228,1,74
PRV53405,No,23028,239010,189,1265,122,164,1457,140,74
PRV53407,No,3624,53960,133,406,27,40,1349,91,68
PRV53408,No,9672,88780,47,1889,206,45,1973,215,76
PRV53409,No,3274,28130,34,827,96,22,1279,149,72
PRV53411,No,30,2570,6,428,5,6,428,5,66
PRV53412,No,0,9640,27,357,0,26,371,0,74
PRV53413,No,2136,34040,30,1135,71,27,1261,79,77
PRV53415,No,150,12050,34,354,4,27,446,6,68
PRV53416,No,1128,50840,87,584,13,59,862,19,71
PRV53417,Yes,8046,115090,171,673,47,71,1621,113,71
PRV53419,No,5340,46410,19,2443,281,18,2578,297,74
PRV53421,Yes,99524,999910,129,7751,772,110,9090,905,73
PRV53423,No,4502,48240,53,910,85,43,1122,105,73
PRV53424,No,35794,452390,263,1720,136,125,3619,286,73
PRV53426,No,0,1480,10,148,0,6,247,0,71
PRV53427,No,60,8880,24,370,3,17,522,4,72
PRV53428,No,0,4930,22,224,0,22,224,0,74
PRV53429,No,1138,22690,29,782,39,27,840,42,72
PRV53431,No,1148,30080,42,716,27,31,970,37,67
PRV53432,No,14124,191580,122,1570,116,110,1742,128,70
PRV53433,No,70,2920,19,154,4,15,195,5,69
PRV53435,No,0,5490,6,915,0,6,915,0,65
PRV53436,No,3404,16420,18,912,189,18,912,189,69
PRV53437,No,1068,7740,9,860,119,9,860,119,69
PRV53438,No,8714,67830,61,1112,143,51,1330,171,70
PRV53439,No,0,5670,24,236,0,23,247,0,76
PRV53440,No,1438,59590,164,363,9,98,608,15,73
PRV53441,No,14014,187610,38,4937,369,36,5211,389,71
PRV53442,No,8664,92730,46,2016,188,40,2318,217,67
PRV53443,No,180,81290,215,378,1,100,813,2,70
PRV53444,No,10680,101300,27,3752,396,26,3896,411,72
PRV53445,No,0,4940,7,706,0,7,706,0,68
PRV53446,No,0,12880,46,280,0,44,293,0,75
PRV53447,No,100,6170,39,158,3,35,176,3,72
PRV53448,No,10820,92430,64,1444,169,62,1491,175,72
PRV53449,No,1088,9980,9,1109,121,9,1109,121,78
PRV53450,No,360,14890,50,298,7,48,310,8,72
PRV53451,No,5340,25000,5,5000,1068,5,5000,1068,74
PRV53452,No,130,37100,62,598,2,44,843,3,70
PRV53453,No,3214,42980,15,2865,214,15,2865,214,71
PRV53454,No,0,5580,25,223,0,21,266,0,67
PRV53455,No,160,8640,39,222,4,36,240,4,72
PRV53456,No,4432,69670,29,2402,153,27,2580,164,70
PRV53457,No,0,9430,5,1886,0,5,1886,0,78
PRV53460,No,0,820,3,273,0,3,273,0,69
PRV53461,Yes,15857,425080,36,11808,440,32,13284,496,73
PRV53462,No,100,4450,11,405,9,11,405,9,77
PRV53463,No,3354,38030,76,500,44,43,884,78,72
PRV53465,No,3304,34750,23,1511,144,21,1655,157,72
PRV53467,No,20,850,10,85,2,9,94,2,75
PRV53469,No,70,7460,14,533,5,13,574,5,71
PRV53470,No,80,21900,64,342,1,57,384,1,74
PRV53471,No,1068,25720,31,830,34,26,989,41,73
PRV53472,No,0,3440,3,1147,0,3,1147,0,75
PRV53473,No,0,7140,11,649,0,7,1020,0,72
PRV53474,No,0,470,6,78,0,6,78,0,82
PRV53475,No,0,4190,10,419,0,10,419,0,63
PRV53476,No,100,3310,10,331,10,10,331,10,71
PRV53477,No,150,14170,50,283,3,45,315,3,68
PRV53478,No,520,50680,149,340,3,93,545,6,68
PRV53479,No,40,390,5,78,8,5,78,8,69
PRV53480,No,0,1520,10,152,0,9,169,0,83
PRV53482,No,0,10120,24,422,0,21,482,0,70
PRV53483,No,2196,20080,18,1116,122,15,1339,146,72
PRV53484,No,100,16720,63,265,2,42,398,2,73
PRV53485,No,0,330,5,66,0,5,66,0,73
PRV53486,No,90,5640,28,201,3,13,434,7,79
PRV53487,No,190,15530,40,388,5,17,914,11,73
PRV53489,No,4272,74870,20,3744,214,15,4991,285,60
PRV53490,No,440,38620,145,266,3,66,585,7,72
PRV53491,No,0,1760,16,110,0,14,126,0,67
PRV53492,No,0,590,3,197,0,3,197,0,77
PRV53494,No,0,470,7,67,0,7,67,0,72
PRV53495,No,360,14990,34,441,11,20,750,18,73
PRV53496,No,10,14660,58,253,0,29,506,0,77
PRV53498,No,50,860,2,430,25,2,430,25,80
PRV53499,No,170,12370,46,269,4,18,687,9,76
PRV53501,No,0,300,1,300,0,1,300,0,41
PRV53502,No,0,8000,47,170,0,27,296,0,71
PRV53503,No,0,5380,13,414,0,9,598,0,72
PRV53504,No,0,730,4,183,0,4,183,0,76
PRV53506,No,0,500,1,500,0,1,500,0,71
PRV53507,No,9612,62000,9,6889,1068,8,7750,1202,82
PRV53509,No,1068,15000,1,15000,1068,1,15000,1068,76
PRV53510,No,2136,13880,16,868,134,12,1157,178,67
PRV53511,No,1068,0,1,0,1068,1,0,1068,67
PRV53513,No,2136,18000,2,9000,1068,2,9000,1068,67
PRV53515,No,1068,14000,1,14000,1068,1,14000,1068,50
PRV53516,No,1068,3000,1,3000,1068,1,3000,1068,79
PRV53517,No,2136,17000,2,8500,1068,2,8500,1068,77
PRV53519,No,9612,61000,9,6778,1068,9,6778,1068,69
PRV53520,No,0,690,4,173,0,4,173,0,74
PRV53521,No,0,380,9,42,0,8,48,0,65
PRV53522,No,240,3690,26,142,9,25,148,10,69
PRV53523,No,480,26250,89,295,5,70,375,7,71
PRV53524,No,120,10110,52,194,2,44,230,3,68
PRV53525,No,0,700,2,350,0,2,350,0,88
PRV53526,No,80,18440,60,307,1,28,659,3,69
PRV53527,No,400,9500,37,257,11,31,306,13,72
PRV53530,No,80,6940,27,257,3,26,267,3,74
PRV53531,No,0,940,11,85,0,9,104,0,74
PRV53532,No,30,2230,9,248,3,8,279,4,74
PRV53533,No,350,21850,51,428,7,32,683,11,66
PRV53534,No,60,24190,76,318,1,41,590,1,69
PRV53535,No,40,8970,19,472,2,18,498,2,78
PRV53536,No,40,5660,31,183,1,25,226,2,72
PRV53539,No,10,200,2,100,5,2,100,5,65
PRV53540,No,0,3060,13,235,0,12,255,0,76
PRV53544,No,0,4860,17,286,0,14,347,0,66
PRV53545,No,0,60,1,60,0,1,60,0,66
PRV53547,No,90,6850,21,326,4,18,381,5,75
PRV53548,No,0,250,4,63,0,4,63,0,71
PRV53549,No,0,450,6,75,0,6,75,0,66
PRV53550,No,0,3130,10,313,0,10,313,0,79
PRV53551,No,130,11220,29,387,4,19,591,7,74
PRV53553,No,160,7060,30,235,5,20,353,8,74
PRV53554,No,0,70,2,35,0,2,35,0,78
PRV53555,No,50,3260,11,296,5,5,652,10,69
PRV53556,No,90,11550,31,373,3,26,444,3,64
PRV53558,No,0,7320,22,333,0,10,732,0,70
PRV53559,No,0,60,2,30,0,2,30,0,78
PRV53560,No,0,6960,23,303,0,21,331,0,72
PRV53561,No,70,5690,9,632,8,8,711,9,74
PRV53562,No,20,5890,10,589,2,10,589,2,67
PRV53563,No,0,60,2,30,0,2,30,0,80
PRV53564,No,0,220,5,44,0,4,55,0,81
PRV53565,No,0,1910,5,382,0,5,382,0,65
PRV53566,No,0,590,4,148,0,4,148,0,79
PRV53568,No,0,1230,4,308,0,2,615,0,61
PRV53569,No,0,3790,14,271,0,11,345,0,74
PRV53570,No,10,8110,18,451,1,18,451,1,69
PRV53571,No,0,2810,26,108,0,25,112,0,70
PRV53572,No,0,1610,5,322,0,5,322,0,74
PRV53573,No,120,10830,32,338,4,27,401,4,73
PRV53574,No,100,2750,17,162,6,14,196,7,70
PRV53577,No,0,2150,11,195,0,11,195,0,75
PRV53578,No,0,570,7,81,0,6,95,0,75
PRV53581,No,60,990,11,90,5,10,99,6,76
PRV53582,No,100,6920,14,494,7,7,989,14,71
PRV53584,No,80,1490,8,186,10,6,248,13,67
PRV53585,No,0,500,4,125,0,4,125,0,75
PRV53586,No,20,160,3,53,7,3,53,7,59
PRV53587,No,0,770,3,257,0,3,257,0,74
PRV53588,No,0,10,1,10,0,1,10,0,54
PRV53589,No,0,500,2,250,0,2,250,0,62
PRV53590,No,7476,98820,19,5201,393,18,5490,415,77
PRV53591,No,6408,70000,6,11667,1068,6,11667,1068,72
PRV53593,No,70,5090,17,299,4,11,463,6,75
PRV53594,No,230,29470,101,292,2,60,491,4,71
PRV53595,No,0,4460,9,496,0,9,496,0,77
PRV53596,No,0,820,4,205,0,4,205,0,86
PRV53597,No,6408,41000,6,6833,1068,6,6833,1068,61
PRV53598,No,8544,70000,8,8750,1068,8,8750,1068,69
PRV53599,No,3204,22000,3,7333,1068,3,7333,1068,71
PRV53600,No,1068,4000,1,4000,1068,1,4000,1068,76
PRV53601,No,2136,6000,2,3000,1068,2,3000,1068,65
PRV53602,No,4272,21000,4,5250,1068,4,5250,1068,78
PRV53604,No,6408,51000,6,8500,1068,5,10200,1282,69
PRV53605,No,10,7250,55,132,0,55,132,0,73
PRV53606,No,110,11750,76,155,1,74,159,1,74
PRV53607,No,150,8290,26,319,6,26,319,6,70
PRV53608,No,610,50290,199,253,3,176,286,3,73
PRV53609,No,2436,60050,183,328,13,176,341,14,74
PRV53611,No,190,14410,36,400,5,36,400,5,71
PRV53612,No,6438,31180,46,678,140,46,678,140,75
PRV53613,No,16160,168350,135,1247,120,127,1326,127,74
PRV53614,No,480,25710,118,218,4,104,247,5,76
PRV53616,No,2336,34970,44,795,53,41,853,57,74
PRV53617,No,370,33480,83,403,4,70,478,5,74
PRV53618,No,13086,115660,236,490,55,203,570,64,72
PRV53619,No,0,560,2,280,0,2,280,0,60
PRV53620,No,6938,82850,128,647,54,122,679,57,74
PRV53621,No,180,22500,81,278,2,75,300,2,73
PRV53622,No,0,460,6,77,0,6,77,0,71
PRV53623,Yes,2720,245450,894,275,3,395,621,7,73
PRV53624,No,310,40790,143,285,2,140,291,2,75
PRV53625,No,410,44210,147,301,3,128,345,3,74
PRV53626,No,1068,10560,13,812,82,13,812,82,77
PRV53627,No,80,32390,118,274,1,56,578,1,71
PRV53628,No,4662,82780,202,410,23,178,465,26,74
PRV53629,No,90,3950,15,263,6,15,263,6,77
PRV53631,No,0,470,6,78,0,6,78,0,76
PRV53632,No,2136,14380,15,959,142,12,1198,178,78
PRV53633,No,500,18010,66,273,8,48,375,10,77
PRV53634,No,930,145400,497,293,2,286,508,3,75
PRV53635,No,5540,90660,54,1679,103,52,1743,107,71
PRV53638,No,140,38040,111,343,1,54,704,3,71
PRV53640,No,160,5660,33,172,5,27,210,6,73
PRV53641,No,0,2140,8,268,0,8,268,0,68
PRV53642,No,70,3270,6,545,12,6,545,12,74
PRV53643,No,0,200,1,200,0,1,200,0,69
PRV53644,No,80,4640,22,211,4,17,273,5,80
PRV53645,No,0,3600,6,600,0,6,600,0,73
PRV53646,No,0,20,3,7,0,3,7,0,80
PRV53647,No,0,610,7,87,0,5,122,0,81
PRV53648,No,70,10540,20,527,4,12,878,6,82
PRV53649,No,190,4770,27,177,7,24,199,8,73
PRV53651,No,120,900,11,82,11,10,90,12,73
PRV53652,No,0,3640,25,146,0,24,152,0,72
PRV53654,No,100,12040,39,309,3,35,344,3,80
PRV53655,No,0,20,1,20,0,1,20,0,69
PRV53656,No,80,1150,5,230,16,5,230,16,67
PRV53657,No,50,2850,25,114,2,24,119,2,71
